game_id,name,release_date,english,developer,publisher,platforms,required_age,categories,genres,steamspy_tags,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,owners,price
1,Counter-Strike,11/1/00,1,Valve,Valve,windows;mac;linux,0,Multi-player;Online Multi-Player;Local Multi-Player;Valve Anti-Cheat enabled,Action,Action;FPS;Multiplayer,0,124534,3339,17612,317,10000000-20000000,7.19
2,Team Fortress Classic,4/1/99,1,Valve,Valve,windows;mac;linux,0,Multi-player;Online Multi-Player;Local Multi-Player;Valve Anti-Cheat enabled,Action,Action;FPS;Multiplayer,0,3318,633,277,62,5000000-10000000,3.99
3,Day of Defeat,5/1/03,1,Valve,Valve,windows;mac;linux,0,Multi-player;Valve Anti-Cheat enabled,Action,FPS;World War II;Multiplayer,0,3416,398,187,34,5000000-10000000,3.99
4,Deathmatch Classic,6/1/01,1,Valve,Valve,windows;mac;linux,0,Multi-player;Online Multi-Player;Local Multi-Player;Valve Anti-Cheat enabled,Action,Action;FPS;Multiplayer,0,1273,267,258,184,5000000-10000000,3.99
5,Half-Life: Opposing Force,11/1/99,1,Gearbox Software,Valve,windows;mac;linux,0,Single-player;Multi-player;Valve Anti-Cheat enabled,Action,FPS;Action;Sci-fi,0,5250,288,624,415,5000000-10000000,3.99
6,Ricochet,11/1/00,1,Valve,Valve,windows;mac;linux,0,Multi-player;Online Multi-Player;Valve Anti-Cheat enabled,Action,Action;FPS;Multiplayer,0,2758,684,175,10,5000000-10000000,3.99
7,Half-Life,11/8/98,1,Valve,Valve,windows;mac;linux,0,Single-player;Multi-player;Online Multi-Player;Steam Cloud;Valve Anti-Cheat enabled,Action,FPS;Classic;Action,0,27755,1100,1300,83,5000000-10000000,7.19
8,Counter-Strike: Condition Zero,3/1/04,1,Valve,Valve,windows;mac;linux,0,Single-player;Multi-player;Valve Anti-Cheat enabled,Action,Action;FPS;Multiplayer,0,12120,1439,427,43,10000000-20000000,7.19
9,Half-Life: Blue Shift,6/1/01,1,Gearbox Software,Valve,windows;mac;linux,0,Single-player,Action,FPS;Action;Sci-fi,0,3822,420,361,205,5000000-10000000,3.99
10,Half-Life 2,11/16/04,1,Valve,Valve,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Captions available;Partial Controller Support;Steam Cloud;Includes Source SDK,Action,FPS;Action;Sci-fi,33,67902,2419,691,402,10000000-20000000,7.19
11,Counter-Strike: Source,11/1/04,1,Valve,Valve,windows;mac;linux,0,Multi-player;Cross-Platform Multiplayer;Steam Achievements;Steam Cloud;Valve Anti-Cheat enabled;Stats;Includes Source SDK,Action,Action;FPS;Multiplayer,147,76640,3497,6842,400,10000000-20000000,7.19
12,Half-Life: Source,6/1/04,1,Valve,Valve,windows;mac;linux,0,Single-player,Action,FPS;Action;Sci-fi,0,3767,1053,190,214,2000000-5000000,0
13,Day of Defeat: Source,7/12/10,1,Valve,Valve,windows;mac;linux,0,Multi-player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Valve Anti-Cheat enabled;Stats;Includes Source SDK,Action,FPS;World War II;Multiplayer,54,10489,1210,1356,134,5000000-10000000,7.19
14,Half-Life 2: Deathmatch,11/1/04,1,Valve,Valve,windows;mac;linux,0,Multi-player;Valve Anti-Cheat enabled;Includes Source SDK,Action,Action;FPS;Multiplayer,0,6020,787,311,32,10000000-20000000,3.99
15,Half-Life 2: Lost Coast,10/27/05,1,Valve,Valve,windows;mac;linux,0,Single-player;Commentary available,Action,FPS;Action;Singleplayer,0,5783,1020,46,29,10000000-20000000,0
16,Half-Life Deathmatch: Source,5/1/06,1,Valve,Valve,windows;mac;linux,0,Multi-player;Valve Anti-Cheat enabled,Action,Action;FPS;Multiplayer,0,1362,473,102,81,5000000-10000000,0
17,Half-Life 2: Episode One,6/1/06,1,Valve,Valve,windows;mac;linux,0,Single-player;Steam Achievements;Captions available;Partial Controller Support;Steam Cloud;Stats;Includes Source SDK;Commentary available,Action,FPS;Action;Sci-fi,13,7908,517,281,184,5000000-10000000,5.79
18,Portal,10/10/07,1,Valve,Valve,windows;mac;linux,0,Single-player;Steam Achievements;Captions available;Partial Controller Support;Includes level editor;Includes Source SDK;Commentary available,Action,Puzzle;First-Person;Singleplayer,15,51801,1080,288,137,10000000-20000000,7.19
19,Half-Life 2: Episode Two,10/10/07,1,Valve,Valve,windows;mac;linux,0,Single-player;Steam Achievements;Captions available;Partial Controller Support;Steam Cloud;Stats;Includes Source SDK;Commentary available,Action,FPS;Action;Sci-fi,22,13902,696,354,301,5000000-10000000,5.79
20,Team Fortress 2,10/10/07,1,Valve,Valve,windows;mac;linux,0,Multi-player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Captions available;Steam Workshop;In-App Purchases;Partial Controller Support;Valve Anti-Cheat enabled;Stats;Includes level editor;Commentary available,Action;Free to Play,Free to Play;Multiplayer;FPS,520,515879,34036,8495,623,20000000-50000000,0
21,Left 4 Dead,11/17/08,1,Valve,Valve,windows;mac,0,Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Captions available;Steam Cloud;Valve Anti-Cheat enabled;Stats;Steam Leaderboards;Includes Source SDK;Commentary available,Action,Zombies;Co-op;FPS,73,17951,948,897,278,5000000-10000000,7.19
22,Left 4 Dead 2,11/19/09,1,Valve,Valve,windows;mac;linux,0,Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Workshop;Steam Cloud;Valve Anti-Cheat enabled;Stats;Includes Source SDK;Commentary available,Action,Zombies;Co-op;FPS,70,251789,8418,1615,566,10000000-20000000,7.19
23,Dota 2,7/9/13,1,Valve,Valve,windows;mac;linux,0,Multi-player;Co-op;Steam Trading Cards;Steam Workshop;SteamVR Collectibles;In-App Purchases;Valve Anti-Cheat enabled,Action;Free to Play;Strategy,Free to Play;MOBA;Strategy,0,863507,142079,23944,801,100000000-200000000,0
24,Portal 2,4/18/11,1,Valve,Valve,windows;mac;linux,0,Single-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Workshop;Steam Cloud;Stats;Includes level editor;Commentary available,Action;Adventure,Puzzle;Co-op;First-Person,51,138220,1891,1102,520,10000000-20000000,7.19
25,Alien Swarm,7/19/10,1,Valve,Valve,windows,0,Single-player;Multi-player;Co-op;Steam Achievements;Captions available;Steam Cloud;Stats;Includes level editor,Action,Free to Play;Co-op;Action,66,17435,941,371,83,2000000-5000000,0
26,Counter-Strike: Global Offensive,8/21/12,1,Valve;Hidden Path Entertainment,Valve,windows;mac;linux,0,Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;In-App Purchases;Valve Anti-Cheat enabled;Stats,Action;Free to Play,FPS;Multiplayer;Shooter,167,2644404,402313,22494,6502,50000000-100000000,0
27,Rag Doll Kung Fu,10/12/05,1,Mark Healey,Mark Healey,windows,0,Single-player;Multi-player,Indie,Indie;Fighting;Multiplayer,0,40,17,0,0,20000-50000,5.99
28,Red Orchestra: Ostfront 41-45,3/14/06,1,Tripwire Interactive,Tripwire Interactive,windows;mac;linux,0,Multi-player;Steam Achievements;Valve Anti-Cheat enabled,Action,World War II;Action;FPS,44,1562,223,232,258,500000-1000000,3.99
29,Killing Floor,5/14/09,1,Tripwire Interactive,Tripwire Interactive,windows;mac;linux,0,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop;Valve Anti-Cheat enabled;Stats;Includes level editor,Action,FPS;Zombies;Co-op,285,53710,2649,1328,306,2000000-5000000,14.99
30,SiN Episodes: Emergence,5/10/06,1,Ritual Entertainment,Ritual Entertainment,windows,0,Single-player;Stats,Action,Action;FPS;Cyberpunk,0,468,61,0,0,100000-200000,7.19
31,Darwinia,7/14/05,1,Introversion Software,Introversion Software,windows;mac;linux,0,Single-player,Indie;Strategy,Strategy;Indie;RTS,0,472,158,182,273,500000-1000000,7.19
32,Uplink,8/23/06,1,Introversion Software,Introversion Software,windows;mac;linux,0,Single-player,Indie;Strategy,Hacking;Indie;Strategy,0,1602,152,65,77,500000-1000000,6.99
33,DEFCON,9/29/06,1,Introversion Software,Introversion Software,windows;mac;linux,0,Single-player;Multi-player,Indie;Strategy,Strategy;Indie;Multiplayer,22,2057,344,80,119,500000-1000000,7.19
34,Multiwinia,9/19/08,1,Introversion Software,Introversion Software,windows;mac,0,Single-player;Multi-player;Steam Achievements,Indie,Indie;RTS;Strategy,12,368,75,121,224,500000-1000000,7.19
35,Dangerous Waters,2/7/06,1,Sonalysts,Strategy First,windows,0,Single-player;Multi-player,Strategy,Strategy;Simulation;Naval,0,140,44,0,0,50000-100000,22.99
36,Space Empires IV Deluxe,2/7/06,1,Malfador Machinations,Strategy First,windows,0,Single-player;Multi-player,Strategy,Strategy;4X;Sci-fi,0,112,26,0,0,50000-100000,6.99
37,Disciples II: Rise of the Elves ,7/6/06,1,Strategy First,Strategy First,windows,0,Single-player;Multi-player;Co-op,Strategy,Strategy;Turn-Based Strategy;Fantasy,0,451,108,0,0,100000-200000,4.99
38,Disciples II: Gallean's Return,7/6/06,1,Strategy First,Strategy First,windows,0,Single-player;Multi-player;Co-op,Strategy,Turn-Based Strategy;Strategy;Classic,0,490,152,9,12,100000-200000,4.99
39,Iron Warriors: T - 72 Tank Command ,7/26/06,1,Strategy First,Strategy First,windows,0,Single-player;Multi-player,Strategy,Simulation;Strategy;Tanks,0,137,102,0,0,20000-50000,3.99
40,Space Empires V,10/16/06,1,Malfador Machinations,Strategy First,windows,0,Single-player;Multi-player,Strategy,Strategy;4X;Space,0,191,85,35,35,50000-100000,10.99
41,Arx Fatalis,4/3/07,1,Arkane Studios,Arkane Studios,windows,0,Single-player,RPG,RPG;First-Person;Classic,0,671,106,11,21,100000-200000,2.99
42,Source Filmmaker,7/10/12,1,Valve,Valve,windows,0,Steam Workshop,Animation & Modeling;Video Production,Animation & Modeling;Video Production;Free to Play,0,15083,1111,239,77,1000000-2000000,0
43,Earth 2160,4/1/06,1,Reality Pump Studios,Topware Interactive;ACE,windows;mac;linux,0,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Trading Cards,Strategy,Strategy;RTS;Sci-fi,0,498,238,405,414,1000000-2000000,3.99
44,Two Worlds Epic Edition,4/30/09,1,Reality Pump Studios,Topware Interactive,windows;mac;linux,0,Single-player;Multi-player;Online Multi-Player;Online Co-op;Cross-Platform Multiplayer;Steam Trading Cards;Partial Controller Support,RPG,RPG;Open World;Fantasy,0,2656,1055,484,422,1000000-2000000,6.99
45,Dark Messiah of Might & Magic,10/25/06,1,Arkane Studios,Ubisoft,windows,0,Single-player;Multi-player;Valve Anti-Cheat enabled,Action;RPG,RPG;Action;First-Person,0,4386,316,634,700,1000000-2000000,4.29
46,Quake III Arena,8/3/07,1,id Software,id Software,windows,0,Single-player;Multi-player;Steam Cloud,Action,FPS;Action;Classic,0,1362,66,123,103,200000-500000,12.99
47,Quake IV,8/4/11,1,RavenSoft / id Software,Bethesda Softworks,windows,18,Single-player;Multi-player;Steam Cloud,Action,FPS;Action;Shooter,0,891,171,36,32,200000-500000,12.99
48,Wolfenstein 3D,8/3/07,1,id Software,Bethesda-Softworks,windows,0,Single-player;Steam Cloud,Action,FPS;Classic;Action,0,1773,87,69,110,200000-500000,2.99
49,Ultimate Doom,8/3/07,1,id Software,id Software,windows,0,Single-player;Steam Cloud,Action,Classic;FPS;Action,0,3705,257,125,179,500000-1000000,3.99
50,Final DOOM,8/3/07,1,id Software,id Software,windows,0,Single-player;Steam Cloud,Action,FPS;Action;Classic,0,573,82,120,114,200000-500000,3.99
51,DOOM II,8/3/07,1,id Software,id Software,windows,0,Single-player;Multi-player;Steam Cloud,Action,Classic;FPS;Action,0,2517,182,90,78,500000-1000000,3.99
52,QUAKE,8/3/07,1,id Software,id Software,windows,0,Single-player;Multi-player;Co-op;Steam Cloud,Action,FPS;Classic;Action,0,2618,136,167,189,200000-500000,3.99
53,QUAKE II,8/3/07,1,id Software,id Software,windows,0,Single-player;Multi-player;Co-op;Steam Cloud,Action,FPS;Action;Classic,0,1369,107,291,349,200000-500000,3.99
54,QUAKE II Mission Pack: The Reckoning,8/3/07,1,Xatrix Entertainment,id Software,windows,0,Single-player;Multi-player;Steam Cloud,Action,Action;FPS;Classic,0,65,12,32,32,200000-500000,2.49
55,QUAKE II Mission Pack: Ground Zero,8/3/07,1,Rogue Entertainment,id Software,windows,0,Single-player;Multi-player;Steam Cloud,Action,Action;FPS;Shooter,0,54,33,1,1,200000-500000,2.49
56,QUAKE III: Team Arena,8/3/07,1,id Software,id Software,windows,0,Single-player;Multi-player;Steam Cloud,Action,Action;FPS;Competitive,0,108,31,0,0,200000-500000,12.99
57,HeXen: Beyond Heretic,8/3/07,1,Raven Software,id Software,windows,0,Single-player;Steam Cloud,Action,Action;FPS;Classic,0,249,26,50,50,200000-500000,2.99
58,HeXen: Deathkings of the Dark Citadel,8/3/07,1,Raven Software,id Software,windows,0,Single-player;Steam Cloud,Action,Action;FPS;Classic,0,57,20,0,0,100000-200000,2.99
59,Heretic: Shadow of the Serpent Riders,8/3/07,1,Raven Software,id Software,windows,0,Single-player;Multi-player;Steam Cloud,Action,Classic;Action;FPS,0,417,29,0,0,200000-500000,2.99
60,The Ship: Murder Party,7/11/06,1,Outerlight Ltd.,Blazing Griffin Ltd.,windows,0,Single-player;Multi-player;Steam Trading Cards;Valve Anti-Cheat enabled,Action;Indie;RPG,Multiplayer;Indie;Action,0,4819,792,233,239,1000000-2000000,0
61,Bloody Good Time,10/29/10,1,Outerlight Ltd.,Ubisoft,windows,0,Single-player;Multi-player;Steam Achievements,Action,Action;Multiplayer;FPS,12,662,204,193,193,100000-200000,4.29
62,Shadowgrounds,5/8/06,1,Frozenbyte,Frozenbyte,windows;mac,0,Single-player;Shared/Split Screen;Steam Trading Cards,Action,Action;Sci-fi;Top-Down Shooter,0,973,248,186,258,500000-1000000,3.99
63,Gumboy - Crazy Adventures™,12/19/06,1,"CINEMAX, s.r.o.","CINEMAX, s.r.o.",windows,0,Single-player,Casual;Indie,Casual;Indie;Singleplayer,0,52,46,0,0,50000-100000,0
64,Alpha Prime,11/7/07,1,Black Element,Bohemia Interactive,windows,0,Single-player,Action,Action;FPS;Sci-fi,0,610,523,0,0,200000-500000,2.99
65,Vampire: The Masquerade - Bloodlines,3/22/07,1,Troika Games,Activision,windows,0,Single-player,Action,RPG;Vampire;Cult Classic,0,6161,362,350,202,500000-1000000,14.99
66,GUN™,10/13/06,1,Neversoft,Activision,windows,0,Single-player,Action,Western;Action;Open World,0,740,87,462,889,50000-100000,9.99
67,Call of Duty®,10/13/06,1,Infinity Ward,Activision,windows,0,Single-player;Multi-player,Action,FPS;World War II;Action,0,1555,117,545,849,200000-500000,14.99
68,Call of Duty® 2,10/13/06,1,Infinity Ward;Aspyr (Mac),Activision;Aspyr (Mac),windows;mac,0,Single-player;Multi-player,Action,Action;World War II;FPS,0,2434,236,750,1041,200000-500000,14.99
69,Call of Duty: United Offensive,10/13/06,1,Gray Matter Studios,Activision,windows,0,Single-player;Multi-player,Action,Action;World War II;FPS,0,490,97,0,0,200000-500000,14.99
70,Act of War: Direct Action,3/12/08,1,Eugen Systems,THQ Nordic,windows,0,Single-player;Multi-player,Action,Action;Strategy;RTS,0,180,33,0,0,20000-50000,1.99
71,ThreadSpace: Hyperbol,7/12/07,1,Iocaine Studios,Atari,windows,0,Single-player;Multi-player;Includes level editor,Action;Indie;Strategy,Strategy;Action;Indie,0,31,9,0,0,20000-50000,3.99
72,ARMA: Combat Operations,3/12/08,1,Bohemia Interactive,Bohemia Interactive,windows,0,Single-player;Multi-player;Includes level editor,Action,Action;Simulation;Shooter,0,145,77,0,0,20000-50000,5.99
73,X2: The Threat,7/21/06,1,Egosoft,Egosoft,windows,0,Single-player;Captions available;Steam Cloud,Strategy,Space;Strategy;Simulation,0,212,50,732,732,200000-500000,4.99
74,X3: Reunion,7/21/06,1,Egosoft,Egosoft,windows;mac;linux,0,Single-player;Captions available;Steam Cloud,Strategy,Space;Simulation;Strategy,0,282,113,831,1232,200000-500000,9.99
75,X3: Terran Conflict,10/16/08,1,Egosoft,Egosoft,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Captions available;Steam Cloud,Action;Simulation;Strategy,Space;Simulation;Sci-fi,33,1633,272,972,1273,500000-1000000,15.99
76,X: Beyond the Frontier,10/8/10,1,Egosoft,Egosoft,windows,0,Single-player;Steam Cloud,Simulation;Strategy,Simulation;Space;Strategy,0,142,48,648,648,200000-500000,3.49
77,X: Tension,10/8/10,1,Egosoft,Egosoft,windows,0,Single-player;Steam Cloud,Simulation;Strategy,Simulation;Strategy;Space,0,57,18,13,13,20000-50000,3.49
78,X Rebirth,11/15/13,1,Egosoft,Egosoft,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Workshop;Steam Cloud,Action;Simulation,Space;Simulation;Sci-fi,69,2832,4032,1744,3386,200000-500000,24.99
79,688(I) Hunter/Killer,10/26/06,1,Sonalysts,Strategy First,windows,0,Single-player;Multi-player,Strategy,Strategy;Simulation;Naval,0,52,17,0,0,20000-50000,22.99
80,Fleet Command,10/26/06,1,Sonalysts,Strategy First,windows,0,Single-player,Strategy,Strategy;Simulation;Naval,0,127,31,0,0,50000-100000,22.99
81,Sub Command,10/26/06,1,Sonalysts,Strategy First,windows,0,Single-player;Multi-player;Co-op;Includes level editor,Strategy,Strategy;Simulation;Naval,0,33,14,0,0,20000-50000,22.99
82,FlatOut 2™,12/21/06,1,Bugbear Entertainment,Strategy First,windows,0,Single-player,Racing,Racing;Destruction;Multiplayer,0,5438,343,293,351,500000-1000000,5.99
83,Xpand Rally,8/24/06,1,Techland,Techland,windows,0,Single-player;Multi-player,Racing,Racing;Multiplayer,0,139,39,939,939,20000-50000,3.99
84,Call of Juarez™,11/8/07,1,Techland,Techland Publishing,windows,0,Single-player;Multi-player;Steam Trading Cards,Action,Western;Action;FPS,0,793,198,46,60,100000-200000,8.59
85,Xpand Rally Xtreme,10/8/08,1,Techland,Techland,windows,0,Single-player;Multi-player,Racing,Racing;Offroad;Simulation,0,71,36,0,0,20000-50000,3.99
86,Men of War: Red Tide,11/1/09,1,1C Entertainment,1C Entertainment;1C-SoftClub,windows,0,Single-player;Steam Cloud,Strategy,Strategy;World War II;RTS,0,294,69,0,0,200000-500000,3.99
87,King's Bounty: Armored Princess,11/19/09,1,Katauri Interactive,1C Entertainment,windows;mac,0,Single-player;Steam Cloud,RPG;Strategy,RPG;Turn-Based Strategy;Strategy,0,482,53,1422,1429,200000-500000,7.99
88,Genesis Rising,8/6/07,1,Metamorf,THQ Nordic,windows,0,Single-player;Multi-player,Strategy,Strategy;Space;Sci-fi,0,30,94,0,0,20000-50000,4.49
89,Safecracker: The Ultimate Puzzle Adventure,8/29/07,1,Kheops Studio,HandyGames,windows,0,Single-player,Adventure;Casual,Puzzle;Adventure;Casual,0,256,172,1,1,50000-100000,4.49
90,Painkiller Overdose,10/30/07,1,Mindware Studios,THQ Nordic,windows,0,Single-player;Multi-player,Action,Action;FPS;Shooter,0,429,137,270,270,200000-500000,4.49
91,Zuma Deluxe,8/30/06,1,"PopCap Games, Inc.","PopCap Games, Inc.",windows;mac,0,Single-player,Casual,Casual;Match 3;Puzzle,0,437,37,267,267,100000-200000,4.25
92,Heavy Weapon Deluxe,8/30/06,1,"PopCap Games, Inc.","PopCap Games, Inc.",windows,0,Single-player,Casual,Casual;Arcade;Action,0,71,28,0,0,20000-50000,4.25
93,Peggle Deluxe,3/6/07,1,"PopCap Games, Inc.","PopCap Games, Inc.",windows;mac,0,Single-player,Casual,Casual;Puzzle;Arcade,0,1106,66,214,254,200000-500000,4.25
94,Peggle Extreme,9/11/07,1,"PopCap Games, Inc.","PopCap Games, Inc.",windows,0,Single-player,Casual,Casual;Puzzle;Free to Play,0,707,58,1,1,200000-500000,0
95,Venice Deluxe,6/25/07,1,"Retro64, Inc.","PopCap Games, Inc.",windows,0,Single-player,Casual,Casual,0,10,2,0,0,20000-50000,4.25
96,Mystery P.I.™ - The Lottery Ticket,10/16/07,1,SpinTop Games,"PopCap Games, Inc.",windows,0,Single-player,Casual,Casual;Hidden Object,0,10,3,0,0,20000-50000,4.25
97,Amazing Adventures The Lost Tomb™,12/13/07,1,SpinTop Games,"PopCap Games, Inc.",windows,0,Single-player,Casual,Casual;Hidden Object;Puzzle,0,21,8,0,0,20000-50000,4.25
98,Mystery P.I.™ - The Vegas Heist,6/5/08,1,SpinTop Games,"PopCap Games, Inc.",windows,0,Single-player,Casual,Casual;Hidden Object,0,11,5,0,0,20000-50000,4.25
99,Amazing Adventures Around the World,4/15/09,1,SpinTop Games,"PopCap Games, Inc.",windows,0,Single-player,Casual,Casual;Hidden Object;Puzzle,0,23,7,0,0,20000-50000,4.25
100,Peggle™ Nights,10/15/08,1,"PopCap Games, Inc.","PopCap Games, Inc.",windows;mac,0,Single-player,Casual,Casual;Puzzle;Singleplayer,0,368,24,237,237,200000-500000,4.25
101,Bejeweled Twist,11/18/08,1,"PopCap Games, Inc.","PopCap Games, Inc.",windows,0,Single-player,Strategy;Casual,Casual;Strategy;Match 3,0,98,18,0,0,20000-50000,4.25
102,Mystery P.I.™ - The New York Fortune,1/28/09,1,SpinTop Games,"PopCap Games, Inc.",windows,0,Single-player,Casual,Casual;Hidden Object,0,8,5,0,0,20000-50000,4.25
103,The Wizard's Pen™,2/18/09,1,"PopCap Games, Inc.","PopCap Games, Inc.",windows,0,Single-player,Casual,Casual;Hidden Object,0,15,3,0,0,20000-50000,4.25
104,Plants vs. Zombies GOTY Edition,5/5/09,1,"PopCap Games, Inc.","PopCap Games, Inc.",windows;mac,0,Single-player;Steam Achievements,Strategy,Tower Defense;Zombies;Strategy,21,14630,454,480,374,1000000-2000000,4.25
105,Escape Rosecliff Island,4/15/09,1,SpinTop Games,"PopCap Games, Inc.",windows;mac,0,Single-player,Casual,Casual;Hidden Object;Puzzle,0,97,57,0,0,50000-100000,4.25
106,Mystery P.I. - Lost in Los Angeles,7/27/09,1,SpinTop Games,"PopCap Games, Inc.",windows,0,Single-player,Casual,Casual;Hidden Object,0,8,3,0,0,20000-50000,4.25
107,Zuma's Revenge!,9/15/09,1,"PopCap Games, Inc.","PopCap Games, Inc.",windows,0,Single-player;Steam Achievements;Stats,Action;Casual,Casual;Action;Match 3,14,435,28,0,0,100000-200000,4.25
108,Sniper Elite,7/16/09,1,Rebellion,Rebellion,windows,0,Single-player;Steam Trading Cards,Action,Action;Sniper;Stealth,0,1181,377,262,371,500000-1000000,5.59
109,Judge Dredd: Dredd vs. Death,3/26/09,1,Rebellion,Rebellion,windows,0,Single-player;Multi-player;Co-op,Action,Action;FPS;First-Person,0,559,79,8,8,50000-100000,5.59
110,Evil Genius,6/22/09,1,Elixir Studios,Rebellion,windows,0,Single-player,Strategy,Base-Building;Strategy;Villain Protagonist,0,1847,95,287,318,200000-500000,6.99
111,Aliens versus Predator Classic 2000,1/15/10,1,Rebellion,Rebellion,windows,0,Single-player;Multi-player,Action,FPS;Action;Classic,0,1434,219,20,24,200000-500000,3.99
112,Advent Rising,9/14/06,1,GlyphX Games,Majesco Entertainment,windows,0,Single-player;Steam Trading Cards,Action,Action;Sci-fi;Story Rich,0,260,71,0,0,50000-100000,7.19
113,BloodRayne,9/14/06,1,Terminal Reality,Majesco Entertainment,windows,0,Single-player;Steam Trading Cards,Action,Action;Vampire;Female Protagonist,0,369,110,111,111,50000-100000,6.99
114,BloodRayne 2,9/14/06,1,Terminal Reality,Majesco Entertainment,windows,0,Single-player;Steam Trading Cards,Action,Action;Vampire;Female Protagonist,0,259,103,771,771,50000-100000,6.99
115,Psychonauts,10/11/06,1,Double Fine Productions,Double Fine Productions,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Action,Platformer;Comedy;Adventure,37,8204,456,491,232,2000000-5000000,6.99
116,Sid Meier's Civilization® IV,10/25/06,1,Firaxis Games,2K,windows;mac,0,Single-player;Multi-player;Includes level editor,Strategy,Strategy;Turn-Based Strategy;Turn-Based,0,1394,129,49,64,1000000-2000000,9.99
117,Sid Meier's Civilization® III Complete,10/25/06,1,Firaxis Games,2K,windows,0,Single-player;Multi-player;Includes level editor,Strategy,Strategy;Turn-Based Strategy;Turn-Based,0,2578,405,1166,13,2000000-5000000,2.99
118,Sid Meier's Pirates!,7/11/05,1,Firaxis Games,2K,windows,0,Single-player,RPG,Pirates;Open World;RPG,0,2641,193,296,436,500000-1000000,5.99
119,Shattered Union,10/25/06,1,PopTop,2K,windows,0,Single-player;Multi-player,Strategy,Strategy;Turn-Based Strategy,0,39,49,0,0,20000-50000,2.99
120,CivCity: Rome,4/6/07,1,FireFly Studios;Firaxis Games,2K,windows,0,Single-player,Strategy,Strategy;City Builder;Simulation,0,184,65,0,0,50000-100000,5.99
121,Civilization IV®: Warlords,4/6/07,1,Firaxis Games,2K,windows;mac,0,Single-player,Strategy,Strategy;Turn-Based;4X,0,121,20,0,0,1000000-2000000,2.99
122,Garry's Mod,11/29/06,1,Facepunch Studios,Valve,windows;mac;linux,0,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Captions available;Steam Workshop;Steam Cloud;Valve Anti-Cheat enabled;Includes level editor,Indie;Simulation,Sandbox;Multiplayer;Funny,29,363721,16433,12422,1875,10000000-20000000,6.99
123,Poker Superstars II,10/5/06,1,Funkitron,Funkitron,windows,0,Single-player,Casual;Strategy;Indie,Card Game,0,4,5,0,0,0-20000,5.99
124,RACE - The WTCC Game,11/24/06,1,SimBin,SimBin,windows,0,Single-player;Multi-player,Racing,Racing;Simulation,0,119,43,0,0,200000-500000,25.99
125,RACE: Caterham Expansion,6/22/07,1,SimBin,SimBin,windows,0,Single-player;Multi-player,Racing,Racing;Simulation,0,4,2,0,0,0-20000,3.99
126,RoboBlitz,11/7/06,1,Naked Sky Entertainment,Naked Sky Entertainment,windows,0,Single-player;Partial Controller Support;Includes level editor,Action;Indie,Action;Indie;Puzzle,0,43,14,78,78,20000-50000,5.99
127,Silverfall,3/20/07,1,Monte Cristo,Focus Home Interactive,windows,0,Single-player,RPG,RPG;Hack and Slash;Action RPG,0,57,36,0,0,20000-50000,7.99
128,City Life 2008,9/29/08,1,Monte Cristo,Focus Home Interactive,windows,0,Single-player,Simulation;Strategy,Simulation;Strategy;City Builder,0,77,41,0,0,20000-50000,6.99
129,Silverfall: Earth Awakening,7/18/08,1,Monte Cristo,Focus Home Interactive,windows,0,Single-player;Multi-player,RPG,RPG;Hack and Slash;Action RPG,0,31,17,0,0,20000-50000,7.99
130,S.T.A.L.K.E.R.: Shadow of Chernobyl,3/20/07,1,GSC Game World,GSC Game World,windows,0,Single-player;Multi-player,Action;RPG,Atmospheric;Post-apocalyptic;Open World,0,11039,570,493,360,1000000-2000000,9.99
131,Full Spectrum Warrior,7/17/07,1,Pandemic Studios,THQ Nordic,windows,0,Single-player;Multi-player;Co-op,Action;Strategy,Strategy;Action;Tactical,0,106,60,124,244,100000-200000,7.99
132,Full Spectrum Warrior: Ten Hammers,7/17/07,1,Pandemic Studios,THQ Nordic,windows,0,Single-player;Multi-player;Co-op,Action;Strategy,Strategy;Action;Tactical,0,76,38,1,1,100000-200000,4.99
